,ID,ORIGINE,T_COMMERCE,DATE_CREATION,CIVIQUE,TYPE_VOIE,LIEN_VOIE,NOM_VOIE,ORIENTATION,ADRESSE,SUITE,CODE_POST,ETAGE,NOM_CENTRE,NOM_ETAB_2023,ID_USAGE1,USAGE1,ID_USAGE2,USAGE2,ID_USAGE3,USAGE3,SCIAN,SITEWEB,ACCES_MOBILITE_REDUITE,VACANT_A_LOUER,A_LOUER_CONTACT,A_LOUER_TELEPHONE,ARRONDISSEMENT,QUARTIER,SDC_NOM,SECTEUR_PME,ENFANT,MULTIUSAGE,MULTIOCCUPANT,COORDY,COORDX,LAT,LONG
9138,{4f8616f8-04ae-4425-943a-302c9cb46968},HORS_SDC,Commerce rue,2023/06/07,1400,boulevard,,Saint-Jean-Baptiste,,1400 boulevard Saint-Jean-Baptiste ,103,H1B4A4,RC,,Jean Coutu,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Accès au niveau du sol,Non,,,Rivière-des-Prairies–Pointe-aux-Trembles,Pointe-aux-Trembles,,Est-de-l'Île,Non,Non,Non,5055771.51,304491.0,45.6418483320756,-73.5039653455021
9200,{28ea1827-9d0f-4a75-8965-0c566c7dc906},HORS_SDC,Commerce rue,2023/06/07,12800,rue,,Sherbrooke,E,12800 rue Sherbrooke E,,H1A4Y3,RC,,Pharmaprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Accès au niveau du sol,Non,,,Rivière-des-Prairies–Pointe-aux-Trembles,Pointe-aux-Trembles,,Est-de-l'Île,Non,Non,Non,5057129.97,304092.48,45.654071738212224,-73.50907958224975
9239,{f48fd4be-4ed0-44c8-a8ec-00bb94960b0f},HORS_SDC,Commerce rue,2023/06/07,12905,rue,,Sherbrooke,E,12905 rue Sherbrooke E,102,H1A1B9,RC,,Jean Coutu,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Accès au niveau du sol,Non,,,Rivière-des-Prairies–Pointe-aux-Trembles,Pointe-aux-Trembles,,Est-de-l'Île,Non,Non,Non,5057405.245154899,303995.17204811075,45.65654861049222,-73.51032858710357
9267,{3091bd9f-c014-437e-86e6-208f9747b68c},HORS_SDC,Commerce rue,2023/06/07,13170,rue,,Sherbrooke,E,13170 rue Sherbrooke E,,H1A4B1,RC,,Uniprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Rampe d'accès,Non,,,Rivière-des-Prairies–Pointe-aux-Trembles,Pointe-aux-Trembles,,Est-de-l'Île,Non,Non,Non,5057582.77,304154.79,45.65814617920841,-73.50828068905213
9310,{34e12a66-5a07-4549-8fb9-70e878dd5777},HORS_SDC,Commerce rue,2023/06/07,14020,rue,,De Montigny,,14020 rue De Montigny ,,H1A1J9,RC,,Proxim,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,https://www.groupeproxim.ca/fr/quebec/montreal/n-bergeron-et-j-f-coulombe-7013531,Accès au niveau du sol,Non,,,Rivière-des-Prairies–Pointe-aux-Trembles,Pointe-aux-Trembles,,Est-de-l'Île,Non,Non,Non,5058752.27,304851.84,45.668669846892215,-73.49933613190058
9341,{9723c760-4447-4838-ad0e-19462244a23d},HORS_SDC,Commerce rue,2023/06/07,15816,rue,,Notre-Dame,E,15816 rue Notre-Dame E,,H1A4W2,RC,,Familiprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,https://www.familiprix.com/fr/pharmacies/nguyen-thi-hong-nhung-080b6fde-abde-4f43-8283-78116ecdfdc0?section=lab,Accès au niveau du sol,Non,,,Rivière-des-Prairies–Pointe-aux-Trembles,Pointe-aux-Trembles,,Est-de-l'Île,Non,Non,Non,5061451.63,305748.88,45.69295844737261,-73.48781803363735
9414,{5d5489d4-9e16-4951-9907-081519fc3ca1},HORS_SDC,Commerce rue,2023/06/07,8222,boulevard,,Maurice-Duplessis,,8222 boulevard Maurice-Duplessis ,,H1E2Y5,RC,,Pharmaprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Accès au niveau du sol,Non,,,Rivière-des-Prairies–Pointe-aux-Trembles,Marc-Aurèle-Fortin,,Est-de-l'Île,Non,Non,Non,5054871.51,298127.82,45.6337179475828,-73.5855805912668
9428,{93f3f8db-9671-4fd4-864e-dcb2b475d0a4},HORS_SDC,Commerce rue,2023/06/07,8315,boulevard,,Maurice-Duplessis,,8315 boulevard Maurice-Duplessis ,,H1E3B5,RC,,Jean Coutu,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,https://www.jeancoutu.com/localisateur-succursale/montreal-8315-boulevard-maurice-duplessis-h1e-3b5/111/,Accès au niveau du sol,Non,,,Rivière-des-Prairies–Pointe-aux-Trembles,Marc-Aurèle-Fortin,,Est-de-l'Île,Non,Non,Non,5055044.52,298134.21,45.6352747899246,-73.58550099895689
9494,{7d56c918-057d-42ee-b09b-3843b5a269a8},HORS_SDC,Commerce rue,2023/06/07,9030,boulevard,,Maurice-Duplessis,,9030 boulevard Maurice-Duplessis ,,H1E6P7,RC,,Proxim ,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,"https://www.groupeproxim.ca/fr/trouver-une-succursale#location=9030,%20boulevard%20Maurice-Duplessis",Accès au niveau du sol,Non,,,Rivière-des-Prairies–Pointe-aux-Trembles,Marc-Aurèle-Fortin,,Est-de-l'Île,Non,Non,Non,5055892.51,299041.53,45.64291329864661,-73.57387318909645
9536,{c3c596b6-774a-4ac1-9ddd-55cbf0bbac1a},HORS_SDC,Commerce rue,2023/06/07,7701,boulevard,,Maurice-Duplessis,,7701 boulevard Maurice-Duplessis ,,H1E0A1,RC,,Uniprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Accès au niveau du sol,Non,,,Rivière-des-Prairies–Pointe-aux-Trembles,Marc-Aurèle-Fortin,,Est-de-l'Île,Non,Non,Non,5054312.31,297415.2,45.62867893187089,-73.59471235495059
9575,{664caa9f-0369-4b71-b0b6-a11f6031119a},HORS_SDC,Commerce rue,2023/06/13,6624,avenue,,Prince-of-Wales,,6624 avenue Prince-of-Wales ,,H4B2L3,RC,,Jean Coutu,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,jeancoutu.com,Accès au niveau du sol,Non,,,Côte-des-Neiges–Notre-Dame-de-Grâce,Loyola,,Centre-Ville,Non,Non,Non,5036288.63,293933.7,45.46645008012791,-73.63896267012571
9652,{c60bd51f-2d25-4009-90e3-62620228dbcf},HORS_SDC,Commerce rue,2023/06/14,6411,rue,,Sherbrooke,O,6411 rue Sherbrooke O,,H4B1N3,RC,,Pharmaprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,stores.pharmaprix.ca,Accès au niveau du sol,Non,,,Côte-des-Neiges–Notre-Dame-de-Grâce,Loyola,,Centre-Ville,Non,Non,Non,5036119.13,294832.83,45.4649382493706,-73.62746094149514
9862,{02baa579-36cf-413c-a973-19dbf7c1ba12},HORS_SDC,Commerce rue,2023/05/24,5038,rue,,Sherbrooke,O,5038 rue Sherbrooke O,,H4A1S7,RC,,Pharmaprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Accès au niveau du sol,Non,,,Côte-des-Neiges–Notre-Dame-de-Grâce,Upper Lachine,,Centre-Ville,Non,Non,Non,5037393.61,296523.45,45.47642869506604,-73.60586291580142
9870,{2a087026-2204-4ecc-bfd5-a3ad82ae760d},HORS_SDC,Commerce rue,2023/06/13,5515,rue,,Saint-Jacques,,5515 rue Saint-Jacques ,,H4A2E3,RC,,Pharmacie,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,https://www.groupeproxim.ca/en/quebec/montreal/sylvie-caron-7035942?utm_source=Google&utm_medium=maps&utm_campaign=Local_Presence,Accès au niveau du sol,Non,,,Côte-des-Neiges–Notre-Dame-de-Grâce,Upper Lachine,,Centre-Ville,Non,Non,Non,5036583.84,296591.89,45.469142816342895,-73.60497400452518
10043,{923187ce-7c01-4ffb-bb93-a4ce75a3c829},HORS_SDC,Commerce rue,2023/06/07,2330,rue,,Fleury,E,2330 rue Fleury E,,H2B1K9,RC,,Jean Coutu,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,jeancoutu.com,Rampe d'accès,Non,,,Ahuntsic-Cartierville,La Visitation,,Centre-Ouest,Non,Non,Non,5048234.98,293208.18,45.57393614690386,-73.64852335398385
10132,{4bc199f4-ad43-4f4a-af0a-43ecd5e4c2fb},HORS_SDC,Commerce rue,2023/06/07,2830,rue,,Fleury,E,2830 rue Fleury E,,H2B1M2,RC,,Jean Coutu,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Non,Non,,,Ahuntsic-Cartierville,La Visitation,,Centre-Ouest,Non,Non,Non,5048721.24,293494.38,45.57831636290617,-73.64486763677658
10193,{251d45fb-7689-4df4-bc69-cc949dadf428},HORS_SDC,Commerce rue,2023/06/07,2044,rue,,Fleury,E,2044 rue Fleury E,,H2B1J2,RC,,Pharmaprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,stores.pharmaprix.ca,Accès au niveau du sol,Non,,,Ahuntsic-Cartierville,La Visitation,,Centre-Ouest,Non,Oui,Oui,5047822.85,292967.43,45.57022362905944,-73.65159801038908
10235,{c4d0c1a6-707a-42f5-b452-13217b6924d7},HORS_SDC,Commerce rue,2023/06/07,12218,boulevard,,Laurentien,,12218 boulevard Laurentien ,,H4K1P7,RC,,Proxim,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Rampe d'accès,Non,,,Ahuntsic-Cartierville,Cartierville,,Centre-Ouest,Non,Non,Non,5043089.01,287559.07,45.52751418435085,-73.72072163289458
10258,{71afdbd0-a3f7-4033-a4cb-31067338f224},HORS_SDC,Commerce rue,2023/06/07,12395,rue,,Lachapelle,,12395 rue Lachapelle ,,H4J1E5,RC,,Uniprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,uniprix.com,Accès au niveau du sol,Non,,,Ahuntsic-Cartierville,Cartierville,,Centre-Ouest,Non,Non,Non,5043558.0,287481.48,45.53173238389834,-73.72173152191134
10263,{9bf34725-b309-4e20-aed1-94dbfb31a609},HORS_SDC,Commerce rue,2023/06/07,5855,boulevard,,Gouin,O,5855 boulevard Gouin O,,H4J1E5,RC,,Jean Coutu,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,jeancoutu.com,Accès au niveau du sol,Non,,,Ahuntsic-Cartierville,Cartierville,,Centre-Ouest,Non,Non,Non,5043608.82,287522.82,45.53219070459817,-73.7212040400167
10311,{54a86c19-da5f-4085-ad20-de62e0e1d837},HORS_SDC,Commerce rue,2023/06/28,7225,boulevard,des,Galeries-d'Anjou,,7225 boulevard des Galeries-d'Anjou ,,H1M2T5,RC,,Brunet,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Accès au niveau du sol,Non,,,Anjou,Anjou,,Est-de-l'Île,Non,Non,Non,5051000.63,300168.33,45.59890341874882,-73.55937172089665
10359,{7237693c-66b6-4093-b6ac-491303a92e45},HORS_SDC,Commerce rue,2023/07/06,7100,rue,,Jarry,E,7100 rue Jarry E,,H1J1G4,RC,,Familiprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Accès au niveau du sol,Non,,,Anjou,Anjou,,Est-de-l'Île,Non,Non,Non,5051300.37,298924.32,45.60159115959258,-73.57532144606373
10375,{8bedb1ff-943f-4469-9565-95b69303ca50},HORS_SDC,Commerce rue,2023/06/13,6780,boulevard,,Joseph-Renaud,,6780 boulevard Joseph-Renaud ,,H1K3V4,RC,,Uniprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,uniprix.com,Accès au niveau du sol,Non,,,Anjou,Anjou,,Est-de-l'Île,Non,Non,Non,5051634.69,300692.28,45.60461215619686,-73.55266089841221
10388,{2b3ce2f7-e67b-4c00-946d-9a39a1ab3dc0},HORS_SDC,Commerce rue,2023/06/13,8240,avenue,de,Châtillon,,8240 avenue de Châtillon ,1,H1K1P2,RC,,PHARMACIE VAN NGUYEN,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,http://www.van-nguyen.ca/,Non,Non,,,Anjou,Anjou,,Est-de-l'Île,Non,Non,Non,5051615.86,300854.58,45.60444365901542,-73.5505801212784
10409,{cb094cb3-9a09-451f-bf5d-73d9a2d707e7},HORS_SDC,Commerce rue,2023/07/06,7170,rue,,Bombardier,,7170 rue Bombardier ,,H1J2Z9,RC,,Brunet,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Accès au niveau du sol,Non,,,Anjou,Anjou,,Est-de-l'Île,Non,Non,Non,5051871.03,298187.28,45.60671948750169,-73.58477724229705
10439,{a1cce214-e284-4c88-a24e-c3a1087024e0},HORS_SDC,Commerce rue,2023/06/13,8500,boulevard,de,Châteauneuf,,8500 boulevard de Châteauneuf ,,H1K5G3,RC,,Jean Coutu,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,https://www.jeancoutu.com/localisateur-succursale/anjou-8500-boulevard-chateauneuf-h1k-5g3/267/,Accès au niveau du sol,Non,,,Anjou,Anjou,,Est-de-l'Île,Non,Non,Non,5052445.04,300514.78,45.61190282554119,-73.5549435002772
10500,{5f47ea15-d64e-48ba-8a0a-809dbfee206e},HORS_SDC,Commerce rue,2023/06/13,8666,avenue,,Chaumont,,8666 avenue Chaumont ,,H1K1N5,RC,,Proxim,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,https://www.groupeproxim.ca/fr/quebec/anjou/lea-barrak-7023131?utm_source=Google&utm_medium=maps&utm_campaign=Local_Presence,Accès au niveau du sol,Non,,,Anjou,Anjou,,Est-de-l'Île,Non,Non,Non,5052248.72,301120.71,45.61013975993254,-73.54717321829187
10529,{2c479853-0685-4806-9849-61a27bf6894a},HORS_SDC,Commerce rue,2023/06/07,7181,rue,,Beaubien,E,7181 rue Beaubien E,,H1M2Y2,RC,,Familiprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,https://www.familiprix.com/fr/pharmacies/denis-ruel-et-isabelle-beaudry-60688952-bd62-46ca-9b0a-bf936cacf9b2,Accès au niveau du sol,Non,,,Anjou,Anjou,,Est-de-l'Île,Non,Non,Non,5050502.16,300314.04,45.59441900200184,-73.55749938189663
10575,{1d74d7a8-3663-4b0c-b5f2-d2cdcee7dafd},HORS_SDC,Commerce rue,2023/05/24,1495,avenue,,Van Horne,,1495 avenue Van Horne ,,H2V1L3,RC,,Pharmaprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,stores.pharmaprix.ca,Accès au niveau du sol,Non,,,Outremont,Outremont,,Centre-Ville,Non,Non,Non,5042168.55,295715.76,45.51938557587666,-73.61628208570623
10745,{8bad77a4-2848-40b9-8bbc-02c7f5ec331c},HORS_SDC,Commerce rue,2023/06/07,237,boulevard,de la,Côte-Vertu,,237 boulevard de la Côte-Vertu ,,H4N1C8,RC,,Jean Coutu,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,https://www.jeancoutu.com/localisateur-succursale/saint-laurent-237-boulevard-de-la-cote-vertu-h4n-1c8/81/,Accès au niveau du sol,Non,,,Saint-Laurent,Chameran/Montpellier,,Centre-Ouest,Non,Non,Non,5043168.64,291525.18,45.52831754688864,-73.66994949535703
10760,{018ff90b-38c3-4386-b7e1-c5375150dc65},HORS_SDC,Commerce rue,2023/06/07,2085,boulevard,,Marcel-Laurin,,2085 boulevard Marcel-Laurin ,,H4R1K4,RC,,Jean Coutu,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Accès au niveau du sol,Non,,,Saint-Laurent,Grenet,,Centre-Ouest,Non,Non,Non,5042174.07,289054.44,45.51931662580764,-73.70154847482756
10777,{a8695339-d540-406b-849e-d6bc8f193506},HORS_SDC,Commerce rue,2023/06/07,1605,boulevard,,Marcel-Laurin,,1605 boulevard Marcel-Laurin ,,H4R0B7,RC,,Brunet,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Accès au niveau du sol,Non,,,Saint-Laurent,Grenet,,Centre-Ouest,Non,Non,Non,5041821.09,289469.26,45.516149631362566,-73.69622766854687
10878,{c5295ea9-400e-4d27-8846-053c744ec59b},HORS_SDC,Commerce rue,2023/06/07,5580,boulevard,,Henri-Bourassa,O,5580 boulevard Henri-Bourassa O,,H4R0M5,RC,,Jean Coutu,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,https://www.jeancoutu.com/en/store-locator/montreal-5580-henri-bourassa-ouest-blvd-h4r-0m6/497/,Accès au niveau du sol,Non,,,Saint-Laurent,Bois-Francs,,Centre-Ouest,Non,Non,Non,5042021.3,288090.99,45.517919523877474,-73.71387557879424
10897,{a524ae48-5f3e-41b5-a869-35144acea09b},HORS_SDC,Commerce rue,2023/06/07,2000,boulevard,,Marcel-Laurin,,2000 boulevard Marcel-Laurin ,,H4R1J9,RC,,Pharmaprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Accès au niveau du sol,Non,,,Saint-Laurent,Bois-Francs,,Centre-Ouest,Non,Non,Non,5042091.39,288965.64,45.51857063103524,-73.70268245828562
10967,{18dee062-71c5-4af9-9969-e7fd9864be14},HORS_SDC,Commerce rue,2023/07/06,6075,boulevard,,Henri-Bourassa,E,6075 boulevard Henri-Bourassa E,,H1G2V2,RC,,Jean Coutu,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Accès au niveau du sol,Non,,,Montréal-Nord,Est,,Est-de-l'Île,Non,Non,Non,5052067.36,295756.56,45.60845873745637,-73.61594292031253
11067,{4cf54bbe-ce0c-4003-af9d-510935216640},HORS_SDC,Commerce rue,2023/06/13,5850,boulevard,,Léger,,5850 boulevard Léger ,,H1G1K6,RC,,Uniprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Accès au niveau du sol,Non,,,Montréal-Nord,Est,,Est-de-l'Île,Non,Non,Non,5052972.05,294770.34,45.61658581929749,-73.62860533295057
11085,{2a34111e-3b5b-4d36-a28d-4a38e670c9a1},HORS_SDC,Commerce rue,2023/06/13,5900,boulevard,,Léger,,5900 boulevard Léger ,100,H1G1K9,RC,,Uniprix Clinique,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Accès au niveau du sol,Non,,,Montréal-Nord,Est,,Est-de-l'Île,Non,Oui,Non,5053123.36,294820.83,45.617948068252495,-73.62796103059391
11159,{15bd1083-f96c-40d1-b1cd-b1d44e8ec2c8},HORS_SDC,Commerce rue,2023/07/06,12325,rue,,Rolland,,12325 rue Rolland ,,H1G6A6,RC,,Proximed,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Accès au niveau du sol,Non,,,Montréal-Nord,Est,,Est-de-l'Île,Non,Non,Non,5053194.11,295237.39,45.61859055106648,-73.62262102061291
11245,{916318a6-684c-43c7-8ef7-371b509b7105},SDC,Commerce rue,2023/07/04,4770,rue,de,Charleroi,,4770 rue de Charleroi ,,H1H1V2,RC,,Jean Coutu,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,jeancoutu.com,Accès au niveau du sol,Non,,,Montréal-Nord,Centre,SDC Montréal-Nord,Est-de-l'Île,Non,Non,Non,5050752.36,294582.99,45.596609776472,-73.63096110911576
11294,{3b1ea8d6-61cf-4a80-8f00-d9bc287d2cfd},HORS_SDC,Commerce rue,2023/07/04,5513,rue,de,Charleroi,,5513 rue de Charleroi ,,H1G3A8,RC,,David Pettnicchi Pharmacien,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Non,Non,,,Montréal-Nord,Centre,,Est-de-l'Île,Non,Non,Non,5051419.89,295408.65,45.602628026660206,-73.62039082912491
11531,{a0b071ac-0e9a-4d27-b440-9a59a803a2d5},HORS_SDC,Commerce rue,2023/06/27,9235,boulevard,,Lacordaire,,9235 boulevard Lacordaire ,,H1R2B6,RC,,Uniprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,uniprix.com,Accès au niveau du sol,Non,,,Saint-Léonard,Grande-Prairie,,Est-de-l'Île,Non,Non,Non,5050836.72,296287.83,45.59739183166341,-73.60911031531018
11583,{6a6ff9c8-0272-489c-a04f-1ffc79e390bd},HORS_SDC,Commerce rue,2023/07/06,8842,boulevard,,Langelier,,8842 boulevard Langelier ,,H1P3C8,RC,,Jean Coutu,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Accès au niveau du sol,Non,,,Saint-Léonard,Grande-Prairie,,Est-de-l'Île,Non,Non,Non,5051181.03,297313.5,45.60050182566791,-73.595968594806
11689,{d1be3dc4-3ee0-46c6-a738-e964ca32d4ab},HORS_SDC,Commerce rue,2023/07/06,6009,boulevard,,Robert,,6009 boulevard Robert ,,H1P1M9,RC,,Uniprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,https://www.uniprix.com/fr/succursales/morin-stephane-montreal-07901,Accès au niveau du sol,Non,,,Saint-Léonard,Grande-Prairie,,Est-de-l'Île,Non,Non,Non,5050334.84,297611.63,45.592890724464965,-73.59213450120308
11786,{021ef8b4-941f-44ed-80fe-d816be8ce6f1},HORS_SDC,Commerce rue,2023/06/07,5965,rue,,Bélanger,,5965 rue Bélanger ,,H1T1G8,RC,,Jean Coutu,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,https://www.jeancoutu.com/localisateur-succursale/montreal-5965-rue-belanger-est-h1t-1g8/472/,Accès au niveau du sol,Non,,,Saint-Léonard,Grande-Prairie,,Est-de-l'Île,Non,Non,Non,5049370.7,299169.19,45.58422947037035,-73.5721602180496
11806,{808ded3a-c75e-4b0b-861f-f572d076896b},HORS_SDC,Commerce rue,2023/06/27,9200,boulevard,,Lacordaire,,9200 boulevard Lacordaire ,,H1R2B7,RC,,Familiprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Accès au niveau du sol,Non,,,Saint-Léonard,Port-Maurice,,Est-de-l'Île,Non,Non,Non,5050716.47,296275.83,45.59630964303719,-73.60926203081692
11833,{e6a785e1-f68b-4de4-abfd-a2bbb8bc1d15},HORS_SDC,Commerce rue,2023/06/07,4675,rue,,Jean-Talon,E,4675 rue Jean-Talon E,,H1S1K3,RC,,Pharmaprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,stores.pharmaprix.ca,Accès au niveau du sol,Non,,,Saint-Léonard,Port-Maurice,,Est-de-l'Île,Non,Non,Non,5048078.34,297934.47,45.5725893338937,-73.58796496303255
11892,{27f57750-d4d9-4f51-8385-4192a879d169},HORS_SDC,Commerce rue,2023/06/28,4720,rue,,Jarry,E,4720 rue Jarry E,,H1R1X8,RC,,Pharmaprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,stores.pharmaprix.ca,Accès au niveau du sol,Non,,,Saint-Léonard,Port-Maurice,,Est-de-l'Île,Non,Non,Non,5048659.93,297251.2,45.57781558138319,-73.5967282236277
11943,{3a888dae-fc73-4b7d-9a55-be309e3185ff},HORS_SDC,Commerce rue,2023/06/28,4945,rue,,Jarry,E,4945 rue Jarry E,,H1R1Y1,RC,,Uniprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Accès au niveau du sol,Non,,,Saint-Léonard,Port-Maurice,,Est-de-l'Île,Non,Non,Non,5048934.69,297314.37,45.5802886365186,-73.59592300394789
11979,{47aaec52-6bc0-4690-a158-0e78fa7c6729},HORS_SDC,Commerce rue,2023/06/27,8440,boulevard,,Lacordaire,,8440 boulevard Lacordaire ,,H1R2A5,RC,,Jean Coutu,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,jeancoutu.com,Accès au niveau du sol,Non,,,Saint-Léonard,Port-Maurice,,Est-de-l'Île,Non,Non,Non,5049733.47,297175.56,45.58747478382124,-73.59771419436177
12012,{3294623e-4da9-4a64-9632-b66bebccbb7e},HORS_SDC,Commerce rue,2023/06/07,4420,rue,,Jean-Talon,E,4420 rue Jean-Talon E,,H1S1J7,RC,,Familiprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,familiprix.com,Non,Non,,,Saint-Léonard,Port-Maurice,,Est-de-l'Île,Non,Non,Non,5047724.16,297925.44,45.56940222200951,-73.58807567672972
12044,{58d3ace7-3826-4e53-86f6-928f2cd529f3},HORS_SDC,Commerce rue,2023/06/07,4873,rue,,Jean-Talon,E,4873 rue Jean-Talon E,,H1S1K5,RC,,Uniprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Accès au niveau du sol,Non,,,Saint-Léonard,Port-Maurice,,Est-de-l'Île,Non,Non,Non,5048292.01,298143.84,45.57451403701465,-73.58528535647764
12062,{a3df3d25-8753-4f34-9a2a-c53b8bf0b34a},HORS_SDC,Commerce rue,2023/08/14,5897,rue,de,Verdun,,5897 rue de Verdun ,,H4H1M6,RC,,Pharmaprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,https://stores.pharmaprix.ca/fr/store/1885/?utm_source=G&utm_medium=lpm&utm_campaign=LPM_SDM,Accès au niveau du sol,Non,,,Verdun,Desmarchais-Crawford,,Grand Sud-Ouest,Non,Non,Non,5034179.55,299083.2,45.4475326614389,-73.5730850078301
12089,{4e65a97f-1533-42cb-af73-8420e8771b5e},HORS_SDC,Commerce rue,2023/08/14,5443,rue,,Bannantyne,,5443 rue Bannantyne ,,H4H1G1,RC,,Uniprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,https://www.uniprix.com/fr/succursales/nguyen-thi-yen-montreal,Non,Non,,,Verdun,Desmarchais-Crawford,,Grand Sud-Ouest,Non,Non,Non,5034768.32,298792.27,45.45282827232524,-73.57681144455826
12165,{9bc9cd19-c439-4373-bb0d-a203f4d4c8d9},HORS_SDC,Commerce rue,2023/08/14,4475,rue,,Bannantyne,,4475 rue Bannantyne ,,H4G1E2,RC,,Jean Coutu,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,https://www.jeancoutu.com/localisateur-succursale/verdun-4475-rue-bannantyne-h4g-1e2/440/,Accès au niveau du sol,Non,,,Verdun,Verdun-Centre,,Grand Sud-Ouest,Non,Oui,Oui,5035580.13,298834.65,45.46013370567979,-73.57627945718056
12182,{6e9c001c-06bd-4539-ab53-9beac0b6d219},HORS_SDC,Commerce rue,2023/08/14,5021,rue,de,Verdun,,5021 rue de Verdun ,,H4G1N5,RC,,Familiprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Non,Non,,,Verdun,Verdun-Centre,,Grand Sud-Ouest,Non,Non,Non,5035117.77,299153.52,45.45597581124669,-73.57219680897627
12319,{b5b8fbc1-e392-4c62-a223-fae30300f613},HORS_SDC,Commerce rue,2023/08/14,5100,rue,de,Verdun,,5100 rue de Verdun ,,H4G1N6,RC,,Jean Coutu,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,,Accès au niveau du sol,Non,,,Verdun,Verdun-Centre,,Grand Sud-Ouest,Non,Oui,Non,5035048.59,299183.4,45.45535353587464,-73.57181397621117
12455,{2652d438-dcdc-44c8-9198-715738ab5087},HORS_SDC,Commerce rue,2023/06/07,38,place,du,Commerce,,38 place du Commerce ,,H3E1T8,RC,,Pharmaprix,A,Biens courants,41,Pharmacie,103,Pharmacie,446110.0,https://stores.pharmaprix.ca/store/28/,Accès au niveau du sol,Non,,,Verdun,Ile-des-Soeurs,,Grand Sud-Ouest,Non,Non,Non,5036411.95,301571.17,45.467636838934034,-73.54129347412216
