,titre_lieu,url_fiche,description,date_cree,date_revision,arrondissements,types,installations,activites,commodites,accessibilite,categories,statut_ouverture,horaire_par_jour,commentaires_horaire,reglementation,paiement,telephone,courriel,titre_lieu_adresse_postale,adresse_principale,adresse_secondaire,code_postal,ville,lat,long,X,Y
40,Bibliothèque de Salaberry,https://montreal.ca/lieux/bibliotheque-de-salaberry,"Programmation des bibliothèquesCliquez ici pour découvrir la programmation hiver-printemps.Services offerts en bibliothèque Prêt de documents préalablement réservés par l’abonné(e) ou en personnePrêt de lots ou de documents uniques pré-sélectionnés par les employé(e)sPrêt de jeux de sociétéRetour de documents dans la chute à livresAbonnement en personnePaiement des fraisService de référence et d’aide au lecteur(trice)Services offerts à distanceAbonnement temporaire en ligne (remplir ce formulaire) ou par téléphone (prévoir un délai de 3 jours ouvrables pour le traitement de votre abonnement temporaire)Référence et aide au lecteur(trice) par courriel (remplir ce formulaire) Réservation de documents en ligne (catalogue Nelligan : ou par téléphone En ligne : accès à la bibliothèque numérique et aux activités virtuelles (surveillez les événements de notre page Facebook!) L’accès à des postes informatiquesBesoin d’aide dans vos recherches?Vous recherchez un ouvrage précis ou un documentaire? Vous aimeriez obtenir des suggestions de lecture? Vous avez besoin d’information sur un sujet ou vous avez une question concernant le prêt numérique? Le service de référence à distance est la solution.Service de référence à distanceL’équipe des bibliothèques d’Ahuntsic-Cartierville a mis en place ce service d’aide et d’orientation à distance afin de répondre à vos questions et vous soutenir dans vos démarches lorsqu’il n’est pas possible de vous déplacer en bibliothèque.Du lundi au samediL’équipe s’engage à vous répondre dans un délai maximum de 48 heures, et ce, du lundi au samedi inclusivement. Comment?Remplir le formulaireIl suffit de remplir ce formulaire et le transmettre. Le formulaire permet une réponse à une seule question à la fois, et ce, en toute confidentialité. Donc, une question, un formulaire. Et c’est gratuit!",2019-08-21,2024-01-04,Ahuntsic-Cartierville,Culturels et communautaires,Bibliothèque,,,"Adapté aux poussettes,Rampe d'accès",Culture et sports,Ouvert," Horaire [Lundi, ouverture:10:00, fermeture:18:00,Mardi, ouverture:10:00, fermeture:18:00,Mercredi, ouverture:10:00, fermeture:18:00,Jeudi, ouverture:10:00, fermeture:18:00,Vendredi, ouverture:10:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:10:00, fermeture:17:00]",Fermé les jours fériés.,,Argent comptant,numéro: 5148721521,,Bibliothèque de Salaberry,"4170, rue De Salaberry",,H4J1H1,Montréal,-73.703768,45.534515,288885.2,5043864.5
41,Bibliothèque de Rosemont,https://montreal.ca/lieux/bibliotheque-de-rosemont,"Inscription aux activités Il est possible de vous inscrire aux différentes activités offertes par la bibliothèque en consultant le calendrier. Carte Accès MontréalVeuillez noter qu’il est actuellement impossible d’obtenir ou de renouveler une carte Accès Montréal dans les bibliothèques. Pour en savoir plus, cliquez ici.EspaceLa section des adultes se situe au sous-sol et au rez-de-chaussée, puis la section jeunesse de la bibliothèque occupe le premier étage. Vous pouvez utiliser l’escalier central ou l’ascenseur pour vous déplacer entre les différentes sections.InformationsLes jeunes (514 872-6139) et les adultes (514 872-4701) peuvent réserver des postes informatiques par téléphone ou en personne. Une imprimante en noir et blanc est accessible moyennant des frais de 0,10 $ par copie et une photocopieuse en couleurs est accessible moyennant des frais de 0,50 $ par copie. La numérisation sur clé USB est gratuite.Des tables pour le travail individuel et quelques espaces de détente sont disponibles en accès libre.Le Wi-Fi est lui aussi offert gratuitement. Les documents de la collection sont principalement en français et comportent des livres en petits et gros caractères, des livres audio, des films, des disques, des jeux de société et des jeux vidéo. ParticularitésProfitez du service de prêt d’équipements de plein air.Vos bibliothèques de quartier en imagesSavez-vous que l’arrondissement compte trois bibliothèques? Elles vous offrent des espaces de vie bouillonnants pour apprendre, découvrir, faire des rencontres et bien plus encore.Visionnez la vidéo",2019-08-21,2024-01-09,Rosemont–La Petite-Patrie,Culturels et communautaires,Bibliothèque,,"Toilettes,Wi-Fi gratuit","Ascenseur,Toilettes accessibles",Culture et sports,Ouvert," Horaire régulier [Lundi, ouverture:10:00, fermeture:18:00,Mardi, ouverture:13:00, fermeture:20:00,Mercredi, ouverture:10:00, fermeture:18:00,Jeudi, ouverture:10:00, fermeture:18:00,Vendredi, ouverture:10:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:10:00, fermeture:17:00]",,,,numéro: 5148724701,bibliotheque.rosemont@montreal.ca,Bibliothèque de Rosemont,"3131, boul. Rosemont",,H1Y1M4,Montréal,-73.582255,45.551841,298377.7,5045773.1
42,Bibliothèque Julio-Jean-Pierre (MCC),https://montreal.ca/lieux/bibliotheque-julio-jean-pierre-mcc,"En 2022, elle a changé de nom pour devenir la bibliothèque Julio-Jean-Pierre. Il s’agit de la première installation municipale à Montréal qui porte le nom d’une personnalité d’origine haïtienne.Immigré au Québec en 1971, Julio Jean-Pierre est originaire d’Haïti. Fier citoyen de Montréal-Nord, il s’est rapidement impliqué dans le domaine communautaire, œuvrant notamment à la Maison des jeunes L’Ouverture. Il y a accompagné des jeunes dans plusieurs programmes de soutien à la réussite éducative à travers des projets d’écriture et de littérature.Abonnement L’abonnement est gratuit pour les résidents de Montréal et donne accès aux services de l’ensemble des bibliothèques du Réseau des bibliothèques de Montréal. Services gratuitsPrêt de documents : livres, livres audio, bandes dessinées, disques compacts, DVD, jeux vidéos, jeux et casse-têtes, magazines, etc. Accès au Wi-Fi Postes informatiques (maximum de 2h par jour et 6h par semaine)Livres en créole, espagnol, arabe et italienNumérisationPrêt d’instruments de musique : guitares, claviers, xylophone, ukulélé et violonsPrêt de lecteurs MP3Prêt de laissez-passer pour des musées montréalaisPrêt de trousses Tumli (trousses de livres et de jeux bilingues)Programme Une naissance un livreProgrammation diversifiée d’activités pour les jeunes et les adultesPrêt de livres numériquesClavier en accès libre Photocopie et impression8 ½ x 11 et 8 ½ x 14 poNoir et blanc  : 0,10 $ / pageCouleur : 0,50 $ / page11 x 17 poNoir et blanc : 0,20 $ / pageCouleur : 1 $ / pageRègles de prêt Aucun frais de retard sur les documentsRetour dans n’importe quelle bibliothèque du Réseau des bibliothèques de Montréal, sauf exceptions40 documents maximum, sans excéder 5 DVD ou coffrets DVD adultes, 5 DVD ou coffrets DVD jeunes et 5 jeux vidéoPrêt d’une durée de 21 joursJusqu’à 3 renouvellements par document pour une durée de 21 joursJusqu’à 15 réservations par abonnéPour consulter son dossier, le catalogue des bibliothèques ou réserver un document",2019-08-21,2024-01-12,Montréal-Nord,Culturels et communautaires,Bibliothèque,,"Air climatisé,Dépôt de piles ou cellulaires,Fontaine d'eau potable,Stationnement gratuit,Table à langer,Toilettes,Wi-Fi gratuit",Accessible en fauteuil roulant,Culture et sports,Ouvert," Horaire automne (2 septembre au 31 décembre) [Lundi, ouverture:10:00, fermeture:21:00,Mardi, ouverture:09:00, fermeture:21:00,Mercredi, ouverture:09:00, fermeture:21:00,Jeudi, ouverture:09:00, fermeture:21:00,Vendredi, ouverture:09:00, fermeture:17:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:10:00, fermeture:17:00]","Fermé le 1er et 2 janvier, 7, 9 et 10 avril et 2 mai 2023.,Fermé les jours fériés suivants : 24 juin et 1er juillet.,La bibliothèque sera fermée les jours fériés suivants : 4 septembre, 9 octobre, 24, 25, 26 et 31 décembre 2023, ainsi que les 1er et 2 janvier 2024. Du 27 au 30 décembre, la bibliothèque sera ouverte de 11 h à 16 h.",,,numéro: 5143284000 extension: 5626,,Bibliothèque Julio-Jean-Pierre (MCC),"12002, boulevard Rolland",,H1G3W1,Montréal,-73.62235,45.615812,295257.9,5052886.3
43,Bibliothèque de Cartierville,https://montreal.ca/lieux/bibliotheque-de-cartierville,"Programmation des bibliothèquesCliquez ici pour découvrir la programmation hiver-printemps.Services offerts en bibliothèque Prêt de documents et de jeux de sociétéAccès à des espaces de travail (sans réservation préalable)Accès à des postes de travail (ordinateurs)Accès aux rayonnagesRetour de documents dans les chutes à livresAbonnement en personnePaiement des fraisService de référence et d’aide au lecteur(trice)Services offerts à distanceRéférence et aide au lecteur(trice) par courriel (remplir ce formulaire) Réservation de documents en ligne (catalogue Nelligan : ou par téléphoneEn ligne : accès à la bibliothèque numérique et aux activités virtuelles (surveillez les événements de notre page Facebook!)Besoin d’aide dans vos recherches?Vous recherchez un ouvrage précis ou un documentaire? Vous aimeriez obtenir des suggestions de lecture? Vous avez besoin d’information sur un sujet ou vous avez une question concernant le prêt numérique? Le service de référence à distance est la solution.Service de référence à distanceL’équipe des bibliothèques d’Ahuntsic-Cartierville a mis en place ce service d’aide et d’orientation à distance afin de répondre à vos questions et vous soutenir dans vos démarches lorsqu’il n’est pas possible de vous déplacer en bibliothèque.Du lundi au samediL’équipe s’engage à vous répondre dans un délai maximum de 48 heures, et ce, du lundi au samedi inclusivement. Comment?Remplir le formulaireIl suffit de remplir ce formulaire et le transmettre. Le formulaire permet une réponse à une seule question à la fois, et ce, en toute confidentialité. Donc, une question, un formulaire. Et c’est gratuit!Située dans les anciens locaux d’une épicerie de quartier, la bibliothèque de Cartierville offre une salle multifonctionnelle aux intervenant(e)s communautaires et culturels du quartier. Elle se veut un lieu rassembleur pour la communauté, brisant l’isolement et favorisant l’intégration et l’épanouissement de chacun.Pour ne rien manquer, visitez notre page Facebook!",2019-08-21,2024-01-04,Ahuntsic-Cartierville,Culturels et communautaires,Bibliothèque,,"Stationnement gratuit,Toilettes,Wi-Fi gratuit",Entrée de plain-pied,Culture et sports,Ouvert," Heures d'ouverture [Lundi, ouverture:12:00, fermeture:19:00,Mardi, ouverture:10:00, fermeture:19:00,Mercredi, ouverture:10:00, fermeture:19:00,Jeudi, ouverture:10:00, fermeture:18:00,Vendredi, ouverture:10:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:11:00, fermeture:17:00]",Fermé les jours fériés.,,"Argent comptant,Carte de crédit (MasterCard, Visa),Carte de débit",numéro: 5148726989,,Bibliothèque de Cartierville,"5900, rue de Salaberry",,H4J1J8,Montréal,-73.713117,45.526951,288152.8,5043025.8
44,Bibliothèque Belleville,https://montreal.ca/lieux/bibliotheque-belleville,"En 2026, la bibliothèque et espace culturel du Cœur-Nomade ouvrira ses portes à l’angle du boulevard Henri-Bourassa Est et de l’avenue Oscar.Abonnement L’abonnement est gratuit pour les résidents de Montréal et donne accès aux services de l’ensemble des bibliothèques du Réseau des bibliothèques de Montréal. Services gratuitsPrêt de documents : livres, livres audio, bandes dessinées, jeux vidéos, jeux pour les jeunes, magazines, disques, DVD, etc. Accès au Wi-Fi Postes informatiques (maximum de 2h par jour et 6h par semaine)Livres en français, anglais et arabePrêt d’équipement de plein air : cerfs-volants, trousse d’exploration plein air et luges.Numérisation Programme Une naissance un livreProgrammation diversifiée d’activités pour les jeunes et les adultesPrêt de livres numériquesPhotocopie et impression noir et blanc8 ½ x 11 et 8 ½ x 14 poNoir et blanc  : 0,10 $ / page11 x 17 poNoir et blanc : 0,20 $ / pageRègles de prêt Aucun frais de retard sur les documentsRetour dans n’importe quelle bibliothèque du Réseau des bibliothèques de Montréal, sauf exceptions40 documents maximum, sans excéder 5 DVD ou coffrets DVD adultes, 5 DVD ou coffrets DVD jeunes et 5 jeux vidéoPrêt d’une durée de 21 joursJusqu’à 3 renouvellements par document pour une durée de 21 joursJusqu’à 15 réservations par abonnéPour consulter son dossier, le catalogue des bibliothèques ou réserver un document",2019-08-21,2024-01-15,Montréal-Nord,Culturels et communautaires,Bibliothèque,,"Dépôt de piles ou cellulaires,Fontaine d'eau potable,Stationnement gratuit,Toilettes,Wi-Fi gratuit",,Culture et sports,Ouvert," Horaire d'automne (2 septembre au 31 décembre) [Lundi, ouverture:10:00, fermeture:20:00,Mardi, ouverture:09:00, fermeture:20:00,Mercredi, ouverture:09:00, fermeture:20:00,Jeudi, ouverture:09:00, fermeture:20:00,Vendredi, ouverture:09:00, fermeture:13:00,Samedi, ouverture:12:00, fermeture:17:00,Dimanche, ouverture:12:00, fermeture:17:00]","Les bibliothèques seront fermées les jours fériés suivants : 1er et 2 janvier, 29 et 31 mars, 1er avril et 20 mai.,Fermé les samedis et les dimanches. Fermé les jours fériés suivants : 24 juin et 1er juillet.,La bibliothèque sera fermée les jours fériés suivants : 4 septembre, 9 octobre, 24, 25, 26 et 31 décembre 2023, ainsi que les 1er et 2 janvier 2024. Du 27 au 30 décembre, la bibliothèque sera ouverte de 11 h à 16 h.",,,numéro: 5143284000 extension: 4140,,Bibliothèque Belleville,"10400, avenue de Belleville",,H1H4Z7,Montréal,-73.642207147706,45.581980499306,293702.6,5049129.1
45,Bibliothèque Mercier,https://montreal.ca/lieux/bibliotheque-mercier,"La bibliothèque Mercier a fait l’objet de travaux majeurs en octobre 2020. Ceux-ci visaient à implanter le retour en libre-service et à réaménager l’espace d’accueil. Grâce à l’implantation du retour en libre-service (robot de tri), vous pouvez vous-même retourner les livres, revues, films ouCD de musique de façon simple, rapide et confidentielle, sans devoir passer par le comptoir d’accueil.Quant à l’aire d’accueil, vous pouvez profiter d’un espace plus moderne et accueillant par l’ajout d’un nouveau comptoir de service, d’un spacieux salon de lecture et d’un mur de nouveautés. On retrouve également dans la bibliothèque de nouveaux espaces pour l’utilisation des postes Internet pour les adultes et les jeunes. De plus, l’équipe de la bibliothèque a créé un coin dédié aux adolescents de 14 ans et plus, comprenant des tables de travail, des fauteuils et des collections.Pour connaître l’ensemble des services des bibliothèques de Montréal, c’est par ici.À découvrirProgrammation hiver-printemps 2024GrainothèqueProgramme d’éveil à la lecture Une naissance, un livrePlan directeur culturel de MHMBibliothèque numériqueLe réseau des bibliothèques de Montréal vous offre de plus en plus de titres grâce à sa plateforme de prêt numérique : livres, journaux, cours de langue, musique, jeux… Une fois par mois, vos bibliothécaires vous révèlent leurs récents coups de cœur numériques. Pour enfants, pour adultes, par thématique, il y en a pour tous les goûts 7 jours sur 7, 24 heures sur 24. En savoir plus",2019-08-20,2024-01-04,Mercier–Hochelaga-Maisonneuve,Culturels et communautaires,Bibliothèque,,"Air climatisé,Fontaine d'eau potable,Support à vélo,Table à langer,Toilettes,Wi-Fi gratuit","Adapté aux poussettes,Entrée de plain-pied,Places de stationnement réservées (vignette),Rampe d'accès,Signalisation accessible,Toilettes accessibles",Culture et sports,Ouvert," Horaire [Lundi, ouverture:10:00, fermeture:17:00,Mardi, ouverture:11:00, fermeture:19:00,Mercredi, ouverture:11:00, fermeture:19:00,Jeudi, ouverture:11:00, fermeture:19:00,Vendredi, ouverture:10:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:10:00, fermeture:17:00]",,,"Argent comptant,Carte de crédit (MasterCard, Visa),Carte de débit",numéro: 5148728738,,Bibliothèque Mercier,"8105, rue Hochelaga",,H1L2K9,Montréal,-73.523843,45.595475,302939.8,5050619.2
46,Bibliothèque Maisonneuve,https://montreal.ca/lieux/bibliotheque-maisonneuve,"Lorsqu’on pénètre dans la bibliothèque Maisonneuve, on est frappé de voir des armoiries en céramique sur le plancher. C’est que l’édifice a servi d’hôtel de ville à l’ancienne municipalité de Maisonneuve de 1912 à 1918, année de son annexion à Montréal. En 1925, elle a aussi abrité l’Institut du radium de l’Université de Montréal qui formait à l’époque les radiologistes et où La Bolduc mourut en 1941. L’actuelle bibliothèque occupe ces locaux depuis 1981.Débutés à l’été 2020 et terminés en 2023, des travaux de réhabilitation et d’agrandissement de l’édifice visaient à maintenir le capital patrimonial et historique du bâtiment d’origine et à répondre aux besoins de la population d’Hochelaga-Maisonneuve par l’ajout de nombreux espaces adaptés aux différentes clientèles. La nouvelle bibliothèque Maisonneuve est un lieu favorable aux échanges sociaux, à la diffusion culturelle, à l’apprentissage de nouvelles technologies. Elle offre des services de grande qualité à tous les résidentes et résidents du quartier, de tous les âges et tous les horizons. Toute la population de Montréal peut également utiliser ses services et ses collections.Une vidéo documentant le projet de réhabilitation et d’agrandissement est disponible.Pour connaître l’ensemble des services des bibliothèques de Montréal, c’est par ici.À découvrirProgrammation hiver-printemps 2024Collection Poètes du quartierGrainothèqueProgramme d’éveil à la lecture Une naissance, un livrePlan directeur culturel de MHMBibliothèque numériqueLe réseau des bibliothèques de Montréal vous offre de plus en plus de titres grâce à sa plateforme de prêt numérique : livres, journaux, cours de langue, musique, jeux… Une fois par mois, vos bibliothécaires vous révèlent leurs récents coups de cœur numériques. Pour enfants, pour adultes, par thématique, il y en a pour tous les goûts 7 jours sur 7, 24 heures sur 24. En savoir plus",2019-08-20,2024-01-04,Mercier–Hochelaga-Maisonneuve,Culturels et communautaires,Bibliothèque,,"Air climatisé,Fontaine d'eau potable,Table à langer,Toilettes,Wi-Fi gratuit","Adapté aux poussettes,Ascenseur,Entrée de plain-pied,Toilettes accessibles",Culture et sports,Ouvert," Horaire [Lundi, ouverture:12:00, fermeture:19:00,Mardi, ouverture:10:00, fermeture:19:00,Mercredi, ouverture:10:00, fermeture:19:00,Jeudi, ouverture:12:00, fermeture:19:00,Vendredi, ouverture:12:00, fermeture:19:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:10:00, fermeture:17:00]",,,"Argent comptant,Carte de crédit (MasterCard, Visa),Carte de débit",numéro: 5148724213,,Bibliothèque Maisonneuve,"4120, rue Ontario Est","(adresse postale et livraison : 4135, place Ernest-Gendreau, Montréal (Québec) H1V 0B9)",H1V1J9,Montréal,-73.540722,45.550621,301620.4,5045635.0
47,Bibliothèque Le Prévost,https://montreal.ca/lieux/bibliotheque-le-prevost,"Avec ses 9 000 bandes dessinées, ses milliers de CD et DVD, ses livres en gros caractères, ses ouvrages en espagnol, ses livres parlants et ses activités d’animation pour tous les âges et tous les goûts, la bibliothèque Le Prévost va à la rencontre des citoyens du quartier, quels que soient leurs attentes et leurs intérêts. À vous d’en profiter!Connaissez-vous la Grainothèque? Elle permet d’emprunter gratuitement des semences pour planter dans votre jardin.Techno-ExpressRéservez un ou une bibliothécaire et obtenez des réponses à vos questions sur l’informatique, le web, les courriels, la recherche documentaire, les livres numériques, le cellulaire et plus encore!Possibilités de réservation du 2 septembre au 20 décembre 2023. Pour tous.Pour nous contacterAdultes : 514 872-1523Jeunes : 514 872-1526",2019-08-20,2024-01-04,Villeray–Saint-Michel–Parc-Extension,Culturels et communautaires,Bibliothèque,,,,Culture et sports,Ouvert," Heures d'ouverture [Lundi, ouverture:13:00, fermeture:18:00,Mardi, ouverture:12:00, fermeture:20:00,Mercredi, ouverture:10:00, fermeture:20:00,Jeudi, ouverture:10:00, fermeture:18:00,Vendredi, ouverture:10:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:10:00, fermeture:17:00]",,,,,,Bibliothèque Le Prévost,"7355, avenue Christophe-Colomb",,H2R2S5,Montréal,-73.613517,45.543689,295935.5,5044870.1
48,Bibliothèque Langelier,https://montreal.ca/lieux/bibliotheque-langelier,"Sur l’un des murs de la bibliothèque Langelier, une magnifique murale réalisée par les jeunes artistes de l’atelier le Fil d’Ariane illustre des contes traditionnels. La bibliothèque ouvre sa terrasse durant la saison estivale, permettant à sa clientèle de profiter de la lecture et du soleil en même temps.Au cours de l’été 2023, des travaux de réaménagement ont eu lieu dans l’aire d’accueil de la bibliothèque, rendant l’espace plus convivial grâce à, notamment, la création d’un coin de type « salon » pour les usagers et usagères, le réaménagement des collections et la création d’un pôle informatique près de la Référence. Cliquez ici pour obtenir plus d’informations sur les améliorations apportées.Pour connaître l’ensemble des services des bibliothèques de Montréal, c’est par ici.À découvrirProgrammation hiver-printemps 2024GrainothèqueProgramme d’éveil à la lecture Une naissance, un livrePlan directeur culturel de MHMBibliothèque numériqueLe réseau des bibliothèques de Montréal vous offre de plus en plus de titres grâce à sa plateforme de prêt numérique : livres, journaux, cours de langue, musique, jeux… Une fois par mois, vos bibliothécaires vous révèlent leurs récents coups de cœur numériques. Pour enfants, pour adultes, par thématique, il y en a pour tous les goûts 7 jours sur 7, 24 heures sur 24. En savoir plus",2019-08-20,2024-01-04,Mercier–Hochelaga-Maisonneuve,Culturels et communautaires,Bibliothèque,,"Air climatisé,Table à langer,Toilettes,Wi-Fi gratuit",Toilettes accessibles,Culture et sports,Ouvert," Horaire [Lundi, ouverture:10:00, fermeture:17:00,Mardi, ouverture:12:00, fermeture:20:00,Mercredi, ouverture:12:00, fermeture:20:00,Jeudi, ouverture:10:00, fermeture:18:00,Vendredi, ouverture:10:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:10:00, fermeture:17:00]",,,"Argent comptant,Carte de crédit (MasterCard, Visa),Carte de débit",numéro: 5148722640,,Bibliothèque Langelier,"6473, rue Sherbrooke Est",,H1N1C5,Montréal,-73.544271,45.581644,301345.2,5049082.8
49,Bibliothèque Jean-Corbeil,https://montreal.ca/lieux/bibliotheque-jean-corbeil,"Nouveaux servicesDepuis le 1er novembre, deux nouveaux services s’ajoutent à l’offre écologique des bibliothèques d’Anjou.Recyclage de piles et de batteriesDéposez vos piles et vos batteries usagées pour qu’elles soient recyclées et ainsi éviter que les métaux toxiques qu’elles contiennent ne terminent dans un site d’enfouissement.Récupération de lunettes d’ordonnanceFaites don de vos lunettes d’ordonnance usagées dans les deux bibliothèques d’Anjou. Une fois nettoyées, analysées et classées, elles permettront de faire des interventions en santé visuelle auprès de populations ayant un accès limité à ce type de soins.Accès aux collections et à l’aide aux lecteursPlus de 130 000 documents : livres, DVD, CD, magazines, journaux, jeux de société, jeux vidéo;Accès à plus de 4 millions de documents du réseau des bibliothèques de Montréal par le biais du service de réservations.Les bibliothécaires spécialisées en recherche peuvent vous aider à :rechercher et identifier des documents qui répondent à vos besoins;rechercher de l’information sur un sujet précis;utiliser les ressources numériques;compléter une demande de prêts entre bibliothèques;utiliser les équipements de la bibliothèque;vous initier aux services et à la recherche en bibliothèque.Postes informatiques publics et accès au Wi-FiDes postes informatiques publics pour les adultes et les jeunes;Possibilité de réservations pour un maximum de 2 heures par jour;Accès aux imprimantes (couleur : 0,50 $ par feuille; noir et blanc : 0,10 $ par feuille) et aux numériseurs;Accès au Wi-FiSur placeAccès aux tables et places assises pour le travail ou le loisir;Collection des jeux de société.Surveillez la vitrine d’événements ou la page Facebook Culture et Bibliothèques d’Anjou pour connaître les activités offertes. Programme « Une naissance, un livre » Vous êtes le parent d’un enfant de 1 an ou moins? Abonnez-le à la bibliothèque et recevez une trousse de bébé-lecteur contenant un livre, un guide d’accompagnement à la lecture en famille et d’autres belles surprises! Vous offrirez ainsi à votre enfant le plus beau des cadeaux : le goût des livres et de la lecture.HistoriqueNommé en l’honneur de l’ancien maire d’arrondissement Jean Corbeil (1934-2002), dont la ténacité a permis la construction de cette bibliothèque, l’édifice conserve et expose de nombreuses œuvres d’art acquises par le Fonds du patrimoine culturel d’Anjou.",2019-08-20,2024-01-29,Anjou,Culturels et communautaires,Bibliothèque,,"Air climatisé,Dépôt de piles ou cellulaires,Fontaine d'eau potable,Stationnement gratuit,Support à vélo,Table à langer,Toilettes","Accessible en fauteuil roulant,Adapté aux poussettes,Ascenseur,Stationnement accessible,Toilettes accessibles,Zone de débarcadère,Zone de débarcadère pour transport adapté",Culture et sports,Ouvert," Horaire d'été [Lundi, ouverture:12:00, fermeture:20:00,Mardi, ouverture:12:00, fermeture:20:00,Mercredi, ouverture:12:00, fermeture:20:00,Jeudi, ouverture:10:00, fermeture:18:00,Vendredi, ouverture:10:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:11:00, fermeture:17:00]","Du 9 septembre 2023 au 31 mai 2024,Du 3 juin au 8 septembre 2023",,,numéro: 5144938260,bibliotheque.jean.corbeil@montreal.ca,Bibliothèque Jean-Corbeil,"7500, avenue Goncourt",,H1K3X9,Montréal,-73.558411,45.602902,300243.5,5051446.0
50,Bibliothèque Jacqueline-De Repentigny,https://montreal.ca/lieux/bibliotheque-jacqueline-de-repentigny,"En 2017, la bibliothèque de Verdun a été renommée bibliothèque Jacqueline-De Repentigny en l’honneur d’une grande Verdunoise. Madame Jacqueline De Repentigny (1917-2014) a laissé sa marque dans les milieux éducatif et communautaire de Verdun. Cette nouvelle désignation s’inscrit dans le cadre de Toponym’Elles, la banque toponymique de noms féminins de la Ville de Montréal.Programmation Hiver 2024Plein d’activités culturelles GRATUITES pour vous cet automne ! Par ici pour consulter la programmation des bibliothèques sur montreal.ca.",2019-08-20,2023-10-06,Verdun,Culturels et communautaires,Bibliothèque,,"Air climatisé,Borne de recharge voiture,Dépôt de piles ou cellulaires,Fontaine d'eau potable,Support à vélo,Table à langer,Toilettes,Wi-Fi gratuit",,Culture et sports,Ouvert," Horaire régulier [Lundi, ouverture:10:00, fermeture:18:00,Mardi, ouverture:12:00, fermeture:20:00,Mercredi, ouverture:12:00, fermeture:20:00,Jeudi, ouverture:10:00, fermeture:18:00,Vendredi, ouverture:10:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:10:00, fermeture:17:00]",*Les transactions au comptoir doivent être effectuées au plus tard 5 minutes avant la fermeture. Les postes informatiques ferment 15 minutes avant la fermeture.,,"Argent comptant,Carte de crédit (MasterCard, Visa),Carte de débit",numéro: 5147657172,,Bibliothèque Jacqueline-De Repentigny,"5955, avenue Bannantyne",,H4H1H6,Montréal,-73.579007,45.448625,298620.0,5034302.4
51,Bibliothèque du Plateau-Mont-Royal,https://montreal.ca/lieux/bibliotheque-du-plateau-mont-royal,"Située face à la station de métro Mont-Royal, la bibliothèque du Plateau-Mont-Royal occupe l’ancien pensionnat Saint-Basile. Elle possède une collection de plus de 80 000 documents, dont d’importantes collections de romans, de bandes dessinées et de livres pour les enfants ainsi qu’une dizaine de postes informatiques en accès libre.Bibliothèque numériqueLe réseau des bibliothèques de Montréal vous offre de plus en plus de titres grâce à sa plateforme de prêt numérique : livres, journaux, cours de langue, musique, jeux…Une fois par mois, vos bibliothécaires vous révèlent leurs récents coups de cœur numériques. Pour enfant, pour adulte, par thématique, il y en aura pour tous les goûts7 jours sur 7, 24 heures sur 24!En savoir plusAccessibilitéLa bibliothèque possède des documents en format adaptés, incluant des livres en gros caractères, en format numérique EPUB ou MP3 et des DVD avec audiodescription ou sous-titres;Prêt de loupes numériques;Prêt de fauteuil roulant sur place;Le service Biblio-courrier est accessible pour tous les résidents ayant une limitation fonctionnelle;Deux vélos-pupitres pour enfants;Chutes à livres extérieures disponibles;Stationnement réservé en face de la bibliothèque;Pour tous les services accessibles, demandez la brochure Des Bibliothèques pour tous faite en partenariat avec l’organisme Kéroul (voici d’ailleurs l’analyse faite par Kéroul en 2019 de la bibliothèque du Plateau-Mont-Royal).Vous trouverez aussi de nombreux renseignements sur la bibliothèque et ses services sur la page Facebook des Biblios du Plateau.Inscrivez-vous également à l’infolettre culturelle de l’arrondissement !",2019-08-20,2024-01-12,Le Plateau-Mont-Royal,Culturels et communautaires,Bibliothèque,,"Air climatisé,Produits menstruels gratuits,Fontaine d'eau potable,Table à langer,Toilettes,Wi-Fi gratuit",Porte à ouverture automatique,Culture et sports,Ouvert," Horaire [Lundi, ouverture:12:00, fermeture:18:00,Mardi, ouverture:10:00, fermeture:20:00,Mercredi, ouverture:10:00, fermeture:20:00,Jeudi, ouverture:12:00, fermeture:20:00,Vendredi, ouverture:12:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:12:00, fermeture:17:00]",,,"Argent comptant,Carte de crédit (MasterCard, Visa),Carte de débit",numéro: 5148722271,biblio_pmr@montreal.ca,Bibliothèque du Plateau-Mont-Royal,"465, avenue du Mont-Royal Est",,H2J1W3,Montréal,-73.582684,45.524952,298341.1,5042784.9
